Original_Exercise,Predicted_Exercise,Accuracy
bicep_curl,tricep_extension,0.11
bicep_curl,tricep_extension,0.18
bicep_curl,tricep_extension,0.132
bicep_curl,tricep_extension,0.231
bicep_curl,push_ups,0.26
bicep_curl,push_ups,0.32
bicep_curl,tricep_extension,0.256
bicep_curl,bicep_curl,0.254
bicep_curl,tricep_extension,0.125
bicep_curl,bicep_curl,0.283
bicep_curl,push_ups,0.368
bicep_curl,tricep_extension,0.17
bicep_curl,lateral_raise,0.16
bicep_curl,lateral_raise,0.031
bicep_curl,tricep_extension,0.164
bicep_curl,tricep_extension,0.119
bicep_curl,bicep_curl,0.112
bicep_curl,tricep_extension,0.125
bicep_curl,tricep_extension,0.175
bicep_curl,lateral_raise,0.096
bicep_curl,,0
bicep_curl,lateral_raise,0.053
bicep_curl,tricep_extension,0.064
bicep_curl,tricep_extension,0.019
bicep_curl,tricep_extension,0.038
bicep_curl,tricep_extension,0.117
bicep_curl,lateral_raise,0.074
bicep_curl,tricep_extension,0.097
bicep_curl,tricep_extension,0.264
bicep_curl,lateral_raise,0.118
bicep_curl,tricep_extension,0.29
bicep_curl,push_ups,0.109
bicep_curl,lateral_raise,0.178
bicep_curl,bicep_curl,0.135
bicep_curl,lateral_raise,0.036
bicep_curl,lateral_raise,0.154
bicep_curl,bicep_curl,0.144
bicep_curl,lateral_raise,0.021
bicep_curl,,0
bicep_curl,bicep_curl,0.086
bicep_curl,bicep_curl,0.179
bicep_curl,bicep_curl,0.013
bicep_curl,bicep_curl,0.18
bicep_curl,bicep_curl,0.11
bicep_curl,bicep_curl,0.249
bicep_curl,lateral_raise,0.006
bicep_curl,lateral_raise,0.132
bicep_curl,,0
bicep_curl,lateral_raise,0.031
bicep_curl,lateral_raise,0.068
bicep_curl,tricep_extension,0.04
bicep_curl,bicep_curl,0.106
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,lateral_raise,0.138
bicep_curl,,0
bicep_curl,lateral_raise,0.056
bicep_curl,lateral_raise,0.056
bicep_curl,lateral_raise,0.167
bicep_curl,tricep_extension,0.035
bicep_curl,,0
bicep_curl,lateral_raise,0.043
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,lateral_raise,0.086
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,lateral_raise,0.078
bicep_curl,,0
bicep_curl,,0
bicep_curl,lateral_raise,0.115
bicep_curl,,0
bicep_curl,lateral_raise,0.022
bicep_curl,lateral_raise,0.07
bicep_curl,tricep_extension,0.035
bicep_curl,lateral_raise,0.044
bicep_curl,lateral_raise,0.025
bicep_curl,lateral_raise,0.199
bicep_curl,lateral_raise,0.018
bicep_curl,,0
bicep_curl,lateral_raise,0.109
bicep_curl,lateral_raise,0.046
bicep_curl,lateral_raise,0.031
bicep_curl,lateral_raise,0.11
push_ups,bicep_curl,0.038
push_ups,lateral_raise,0.193
push_ups,tricep_extension,0.106
push_ups,bicep_curl,0.063
push_ups,bicep_curl,0.25
push_ups,bicep_curl,0.218
push_ups,tricep_extension,0.111
push_ups,bicep_curl,0.121
push_ups,bicep_curl,0.095
push_ups,bicep_curl,0.093
push_ups,bicep_curl,0.174
push_ups,bicep_curl,0.268
push_ups,tricep_extension,0.031
push_ups,push_ups,0.108
push_ups,push_ups,0.108
push_ups,push_ups,0.108
push_ups,bicep_curl,0.069
push_ups,bicep_curl,0.063
push_ups,bicep_curl,0.198
push_ups,,0
push_ups,,0
push_ups,bicep_curl,0.242
push_ups,bicep_curl,0.189
push_ups,bicep_curl,0.217
push_ups,bicep_curl,0.34
push_ups,bicep_curl,0.248
push_ups,bicep_curl,0.315
push_ups,bicep_curl,0.322
push_ups,bicep_curl,0.419
push_ups,bicep_curl,0.389
push_ups,bicep_curl,0.048
push_ups,bicep_curl,0.3
push_ups,bicep_curl,0.2
push_ups,bicep_curl,0.255
push_ups,push_ups,0.341
push_ups,push_ups,0.275
push_ups,push_ups,0.187
push_ups,bicep_curl,0.336
push_ups,bicep_curl,0.195
push_ups,push_ups,0.233
push_ups,push_ups,0.315
push_ups,bicep_curl,0.177
push_ups,push_ups,0.219
push_ups,push_ups,0.24
push_ups,push_ups,0.302
push_ups,push_ups,0.328
push_ups,push_ups,0.361
push_ups,push_ups,0.241
push_ups,push_ups,0.194
push_ups,bicep_curl,0.122
push_ups,,0
push_ups,bicep_curl,0.077
push_ups,,0
push_ups,tricep_extension,0.038
push_ups,tricep_extension,0.259
push_ups,tricep_extension,0.234
push_ups,tricep_extension,0.208
push_ups,tricep_extension,0.195
push_ups,push_ups,0.088
push_ups,push_ups,0.079
push_ups,push_ups,0.217
push_ups,bicep_curl,0.183
push_ups,push_ups,0.299
push_ups,bicep_curl,0.153
push_ups,bicep_curl,0.155
push_ups,tricep_extension,0.016
push_ups,bicep_curl,0.279
push_ups,bicep_curl,0.157
push_ups,,0
push_ups,bicep_curl,0.215
push_ups,bicep_curl,0.097
push_ups,bicep_curl,0.002
push_ups,bicep_curl,0.171
push_ups,bicep_curl,0.228
push_ups,bicep_curl,0.034
push_ups,bicep_curl,0.196
push_ups,bicep_curl,0.126
push_ups,bicep_curl,0.163
push_ups,bicep_curl,0.173
push_ups,bicep_curl,0.186
push_ups,lateral_raise,0.2
push_ups,lateral_raise,0.17
push_ups,,0
push_ups,bicep_curl,0.375
push_ups,lateral_raise,0.272
push_ups,lateral_raise,0.258
push_ups,lateral_raise,0.208
push_ups,lateral_raise,0.313
push_ups,lateral_raise,0.156
push_ups,lateral_raise,0.258
push_ups,lateral_raise,0.109
push_ups,lateral_raise,0.211
push_ups,lateral_raise,0.305
push_ups,lateral_raise,0.164
push_ups,lateral_raise,0.136
push_ups,lateral_raise,0.187
push_ups,tricep_extension,0.239
push_ups,lateral_raise,0.146
push_ups,lateral_raise,0.118
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,bicep_curl,0.174
push_ups,tricep_extension,0.189
push_ups,,0
push_ups,lateral_raise,0.088
push_ups,,0
push_ups,bicep_curl,0.251
push_ups,bicep_curl,0.069
push_ups,lateral_raise,0.097
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,bicep_curl,0.078
push_ups,,0
push_ups,bicep_curl,0.059
push_ups,,0
push_ups,,0
push_ups,bicep_curl,0.046
push_ups,bicep_curl,0.151
push_ups,bicep_curl,0.042
push_ups,lateral_raise,0.102
push_ups,tricep_extension,0.161
push_ups,tricep_extension,0.002
push_ups,lateral_raise,0.044
push_ups,bicep_curl,0.029
push_ups,,0
push_ups,bicep_curl,0.19
push_ups,,0
push_ups,lateral_raise,0.081
push_ups,lateral_raise,0.131
push_ups,bicep_curl,0.088
push_ups,,0
push_ups,lateral_raise,0.119
push_ups,bicep_curl,0.1
push_ups,lateral_raise,0.015
push_ups,lateral_raise,0.003
push_ups,,0
push_ups,bicep_curl,0.064
push_ups,lateral_raise,0.132
push_ups,tricep_extension,0.106
push_ups,,0
push_ups,bicep_curl,0.222
push_ups,bicep_curl,0.328
push_ups,bicep_curl,0.284
push_ups,bicep_curl,0.213
push_ups,bicep_curl,0.419
push_ups,bicep_curl,0.22
push_ups,bicep_curl,0.155
push_ups,bicep_curl,0.27
push_ups,bicep_curl,0.145
push_ups,bicep_curl,0.245
push_ups,bicep_curl,0.17
push_ups,push_ups,0.227
push_ups,,0
push_ups,bicep_curl,0.169
push_ups,bicep_curl,0.137
push_ups,push_ups,0.139
push_ups,push_ups,0.139
push_ups,push_ups,0.139
push_ups,tricep_extension,0.087
push_ups,tricep_extension,0.226
push_ups,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,lateral_raise,0.081
bicep_curl,,0
bicep_curl,bicep_curl,0.003
bicep_curl,bicep_curl,0.128
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,lateral_raise,0.008
bicep_curl,,0
bicep_curl,,0
bicep_curl,lateral_raise,0.03
bicep_curl,push_ups,0.236
bicep_curl,tricep_extension,0.103
bicep_curl,tricep_extension,0.177
bicep_curl,push_ups,0.085
bicep_curl,tricep_extension,0.174
bicep_curl,,0
bicep_curl,lateral_raise,0.002
bicep_curl,tricep_extension,0.158
bicep_curl,bicep_curl,0.27
bicep_curl,push_ups,0.179
bicep_curl,tricep_extension,0.291
bicep_curl,push_ups,0.131
bicep_curl,lateral_raise,0.142
bicep_curl,lateral_raise,0.063
bicep_curl,bicep_curl,0.044
bicep_curl,lateral_raise,0.054
bicep_curl,bicep_curl,0.108
bicep_curl,bicep_curl,0.039
bicep_curl,bicep_curl,0.173
bicep_curl,bicep_curl,0.218
bicep_curl,tricep_extension,0.096
bicep_curl,bicep_curl,0.173
bicep_curl,bicep_curl,0.143
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,tricep_extension,0.037
bicep_curl,,0
bicep_curl,bicep_curl,0.14
bicep_curl,push_ups,0.352
bicep_curl,tricep_extension,0.287
bicep_curl,tricep_extension,0.18
bicep_curl,push_ups,0.189
bicep_curl,bicep_curl,0.086
bicep_curl,tricep_extension,0.187
bicep_curl,lateral_raise,0.028
bicep_curl,bicep_curl,0.28
bicep_curl,lateral_raise,0.156
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,bicep_curl,0.108
bicep_curl,,0
bicep_curl,bicep_curl,0.097
bicep_curl,,0
bicep_curl,bicep_curl,0.098
bicep_curl,bicep_curl,0.025
bicep_curl,,0
bicep_curl,tricep_extension,0.003
bicep_curl,bicep_curl,0.135
bicep_curl,lateral_raise,0.027
bicep_curl,lateral_raise,0.296
bicep_curl,lateral_raise,0.079
bicep_curl,bicep_curl,0.226
bicep_curl,bicep_curl,0.125
bicep_curl,bicep_curl,0.061
bicep_curl,,0
bicep_curl,,0
bicep_curl,lateral_raise,0.045
bicep_curl,tricep_extension,0.31
bicep_curl,tricep_extension,0.014
bicep_curl,lateral_raise,0.148
bicep_curl,push_ups,0.227
bicep_curl,push_ups,0.227
bicep_curl,push_ups,0.227
bicep_curl,push_ups,0.227
bicep_curl,push_ups,0.227
bicep_curl,tricep_extension,0.209
bicep_curl,lateral_raise,0.111
bicep_curl,tricep_extension,0.08
bicep_curl,bicep_curl,0.047
bicep_curl,bicep_curl,0.108
bicep_curl,bicep_curl,0.027
bicep_curl,bicep_curl,0.267
bicep_curl,bicep_curl,0.17
bicep_curl,bicep_curl,0.069
bicep_curl,bicep_curl,0.012
bicep_curl,bicep_curl,0.019
bicep_curl,bicep_curl,0.098
bicep_curl,tricep_extension,0.055
bicep_curl,bicep_curl,0.243
bicep_curl,lateral_raise,0.043
bicep_curl,tricep_extension,0.06
bicep_curl,bicep_curl,0.172
bicep_curl,bicep_curl,0.104
bicep_curl,bicep_curl,0.112
bicep_curl,bicep_curl,0.218
bicep_curl,bicep_curl,0.039
bicep_curl,tricep_extension,0.022
bicep_curl,bicep_curl,0.062
bicep_curl,bicep_curl,0.12
bicep_curl,tricep_extension,0.171
bicep_curl,bicep_curl,0.238
bicep_curl,tricep_extension,0.162
bicep_curl,tricep_extension,0.188
bicep_curl,push_ups,0.324
bicep_curl,push_ups,0.324
bicep_curl,push_ups,0.324
bicep_curl,push_ups,0.39
bicep_curl,tricep_extension,0.173
bicep_curl,push_ups,0.054
bicep_curl,push_ups,0.054
bicep_curl,push_ups,0.2
bicep_curl,,0
bicep_curl,tricep_extension,0.198
bicep_curl,bicep_curl,0.075
bicep_curl,tricep_extension,0.001
bicep_curl,tricep_extension,0.11
bicep_curl,,0
bicep_curl,lateral_raise,0.067
bicep_curl,lateral_raise,0.013
bicep_curl,,0
bicep_curl,tricep_extension,0.057
bicep_curl,tricep_extension,0.102
bicep_curl,,0
bicep_curl,,0
bicep_curl,tricep_extension,0.048
bicep_curl,tricep_extension,0.184
bicep_curl,tricep_extension,0.037
bicep_curl,tricep_extension,0.207
bicep_curl,lateral_raise,0.104
bicep_curl,,0
bicep_curl,,0
bicep_curl,bicep_curl,0.336
bicep_curl,bicep_curl,0.295
bicep_curl,bicep_curl,0.142
bicep_curl,bicep_curl,0.278
bicep_curl,bicep_curl,0.048
bicep_curl,bicep_curl,0.191
bicep_curl,bicep_curl,0.263
bicep_curl,bicep_curl,0.104
bicep_curl,bicep_curl,0.219
bicep_curl,bicep_curl,0.313
bicep_curl,bicep_curl,0.197
bicep_curl,bicep_curl,0.184
bicep_curl,bicep_curl,0.22
bicep_curl,bicep_curl,0.286
bicep_curl,bicep_curl,0.247
bicep_curl,,0
bicep_curl,bicep_curl,0.268
bicep_curl,bicep_curl,0.316
bicep_curl,bicep_curl,0.312
bicep_curl,bicep_curl,0.397
bicep_curl,bicep_curl,0.147
bicep_curl,bicep_curl,0.203
bicep_curl,bicep_curl,0.208
bicep_curl,bicep_curl,0.113
bicep_curl,bicep_curl,0.295
bicep_curl,bicep_curl,0.114
bicep_curl,bicep_curl,0.223
bicep_curl,bicep_curl,0.148
bicep_curl,lateral_raise,0.118
bicep_curl,bicep_curl,0.049
bicep_curl,lateral_raise,0.171
bicep_curl,push_ups,0.157
bicep_curl,push_ups,0.239
bicep_curl,push_ups,0.237
bicep_curl,push_ups,0.203
bicep_curl,bicep_curl,0.418
bicep_curl,bicep_curl,0.293
bicep_curl,push_ups,0.318
bicep_curl,bicep_curl,0.214
bicep_curl,push_ups,0.22
bicep_curl,push_ups,0.225
bicep_curl,bicep_curl,0.405
bicep_curl,bicep_curl,0.229
bicep_curl,push_ups,0.228
bicep_curl,push_ups,0.213
bicep_curl,push_ups,0.301
bicep_curl,push_ups,0.307
bicep_curl,push_ups,0.245
bicep_curl,bicep_curl,0.001
bicep_curl,bicep_curl,0.085
bicep_curl,,0
bicep_curl,bicep_curl,0.289
bicep_curl,bicep_curl,0.024
bicep_curl,bicep_curl,0.198
bicep_curl,bicep_curl,0.196
bicep_curl,bicep_curl,0.329
bicep_curl,bicep_curl,0.283
bicep_curl,tricep_extension,0.169
bicep_curl,bicep_curl,0.231
bicep_curl,bicep_curl,0.061
bicep_curl,bicep_curl,0.336
bicep_curl,bicep_curl,0.231
bicep_curl,bicep_curl,0.228
bicep_curl,bicep_curl,0.352
bicep_curl,bicep_curl,0.434
bicep_curl,bicep_curl,0.204
bicep_curl,bicep_curl,0.238
bicep_curl,bicep_curl,0.418
bicep_curl,bicep_curl,0.338
bicep_curl,bicep_curl,0.315
bicep_curl,push_ups,0.274
bicep_curl,bicep_curl,0.31
bicep_curl,bicep_curl,0.165
bicep_curl,tricep_extension,0.17
bicep_curl,tricep_extension,0.14
bicep_curl,bicep_curl,0.138
bicep_curl,push_ups,0.214
bicep_curl,bicep_curl,0.143
bicep_curl,push_ups,0.148
bicep_curl,push_ups,0.256
bicep_curl,tricep_extension,0.217
bicep_curl,tricep_extension,0.112
bicep_curl,bicep_curl,0.148
bicep_curl,bicep_curl,0.177
bicep_curl,,0
bicep_curl,bicep_curl,0.111
bicep_curl,lateral_raise,0.18
bicep_curl,lateral_raise,0.28
bicep_curl,lateral_raise,0.207
bicep_curl,lateral_raise,0.241
bicep_curl,,0
bicep_curl,bicep_curl,0.019
bicep_curl,bicep_curl,0.006
bicep_curl,,0
bicep_curl,tricep_extension,0.164
bicep_curl,bicep_curl,0.015
bicep_curl,bicep_curl,0.006
bicep_curl,bicep_curl,0.006
bicep_curl,bicep_curl,0.185
bicep_curl,push_ups,0.107
bicep_curl,bicep_curl,0.132
bicep_curl,bicep_curl,0.182
bicep_curl,bicep_curl,0.232
bicep_curl,bicep_curl,0.282
bicep_curl,bicep_curl,0.215
bicep_curl,bicep_curl,0.218
bicep_curl,bicep_curl,0.225
bicep_curl,bicep_curl,0.272
bicep_curl,bicep_curl,0.137
bicep_curl,bicep_curl,0.365
bicep_curl,bicep_curl,0.263
bicep_curl,bicep_curl,0.223
bicep_curl,bicep_curl,0.272
bicep_curl,bicep_curl,0.046
bicep_curl,tricep_extension,0.053
bicep_curl,,0
bicep_curl,bicep_curl,0.118
bicep_curl,bicep_curl,0.335
bicep_curl,bicep_curl,0.09
bicep_curl,bicep_curl,0.202
bicep_curl,bicep_curl,0.193
bicep_curl,bicep_curl,0.073
bicep_curl,tricep_extension,0.087
bicep_curl,tricep_extension,0.061
bicep_curl,bicep_curl,0.146
bicep_curl,push_ups,0.089
bicep_curl,bicep_curl,0.106
bicep_curl,bicep_curl,0.08
bicep_curl,,0
bicep_curl,bicep_curl,0.057
bicep_curl,lateral_raise,0.013
bicep_curl,lateral_raise,0.101
bicep_curl,,0
bicep_curl,tricep_extension,0.137
bicep_curl,,0
bicep_curl,lateral_raise,0.042
bicep_curl,tricep_extension,0.167
bicep_curl,tricep_extension,0.167
bicep_curl,tricep_extension,0.167
bicep_curl,tricep_extension,0.019
bicep_curl,,0
bicep_curl,tricep_extension,0.074
bicep_curl,,0
bicep_curl,push_ups,0.257
bicep_curl,tricep_extension,0.089
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,lateral_raise,0.005
bicep_curl,lateral_raise,0.005
bicep_curl,lateral_raise,0.005
bicep_curl,lateral_raise,0.005
bicep_curl,lateral_raise,0.005
bicep_curl,lateral_raise,0.035
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,lateral_raise,0.192
bicep_curl,lateral_raise,0.192
bicep_curl,lateral_raise,0.106
bicep_curl,bicep_curl,0.209
bicep_curl,push_ups,0.015
bicep_curl,push_ups,0.053
bicep_curl,tricep_extension,0.171
bicep_curl,tricep_extension,0.062
bicep_curl,tricep_extension,0.062
bicep_curl,tricep_extension,0.062
bicep_curl,tricep_extension,0.063
bicep_curl,tricep_extension,0.038
bicep_curl,tricep_extension,0.116
bicep_curl,tricep_extension,0.107
bicep_curl,tricep_extension,0.12
bicep_curl,push_ups,0.118
bicep_curl,push_ups,0.118
bicep_curl,tricep_extension,0.146
bicep_curl,bicep_curl,0.314
bicep_curl,bicep_curl,0.212
bicep_curl,bicep_curl,0.239
bicep_curl,bicep_curl,0.163
bicep_curl,bicep_curl,0.203
bicep_curl,bicep_curl,0.247
bicep_curl,,0
bicep_curl,bicep_curl,0.194
bicep_curl,bicep_curl,0.232
bicep_curl,bicep_curl,0.085
bicep_curl,,0
bicep_curl,bicep_curl,0.187
bicep_curl,bicep_curl,0.107
bicep_curl,,0
bicep_curl,bicep_curl,0.059
bicep_curl,bicep_curl,0.225
bicep_curl,,0
bicep_curl,bicep_curl,0.293
bicep_curl,bicep_curl,0.3
bicep_curl,bicep_curl,0.292
bicep_curl,bicep_curl,0.194
bicep_curl,bicep_curl,0.082
bicep_curl,bicep_curl,0.092
bicep_curl,bicep_curl,0.263
bicep_curl,bicep_curl,0.295
bicep_curl,bicep_curl,0.044
bicep_curl,,0
bicep_curl,bicep_curl,0.162
bicep_curl,,0
bicep_curl,bicep_curl,0.315
bicep_curl,bicep_curl,0.083
bicep_curl,bicep_curl,0.2
bicep_curl,push_ups,0.317
bicep_curl,bicep_curl,0.263
bicep_curl,bicep_curl,0.255
bicep_curl,tricep_extension,0.197
bicep_curl,bicep_curl,0.249
bicep_curl,push_ups,0.211
bicep_curl,bicep_curl,0.344
bicep_curl,bicep_curl,0.128
bicep_curl,bicep_curl,0.289
bicep_curl,,0
bicep_curl,bicep_curl,0.317
bicep_curl,push_ups,0.333
bicep_curl,tricep_extension,0.312
bicep_curl,bicep_curl,0.129
bicep_curl,tricep_extension,0.25
bicep_curl,tricep_extension,0.073
bicep_curl,,0
bicep_curl,tricep_extension,0.228
bicep_curl,tricep_extension,0.289
bicep_curl,tricep_extension,0.229
bicep_curl,tricep_extension,0.059
bicep_curl,tricep_extension,0.337
bicep_curl,bicep_curl,0.201
bicep_curl,bicep_curl,0.359
bicep_curl,bicep_curl,0.208
bicep_curl,bicep_curl,0.208
bicep_curl,bicep_curl,0.208
bicep_curl,bicep_curl,0.208
bicep_curl,bicep_curl,0.208
bicep_curl,bicep_curl,0.208
bicep_curl,bicep_curl,0.208
bicep_curl,bicep_curl,0.208
bicep_curl,bicep_curl,0.208
bicep_curl,bicep_curl,0.208
bicep_curl,push_ups,0.379
bicep_curl,push_ups,0.379
bicep_curl,push_ups,0.379
bicep_curl,push_ups,0.447
bicep_curl,bicep_curl,0.182
bicep_curl,bicep_curl,0.182
bicep_curl,bicep_curl,0.182
bicep_curl,bicep_curl,0.182
bicep_curl,bicep_curl,0.182
bicep_curl,bicep_curl,0.182
bicep_curl,bicep_curl,0.182
bicep_curl,bicep_curl,0.282
bicep_curl,bicep_curl,0.275
bicep_curl,push_ups,0.285
bicep_curl,bicep_curl,0.409
bicep_curl,bicep_curl,0.204
bicep_curl,push_ups,0.173
bicep_curl,bicep_curl,0.188
bicep_curl,tricep_extension,0.104
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,lateral_raise,0.074
bicep_curl,push_ups,0.054
bicep_curl,tricep_extension,0.118
bicep_curl,,0
bicep_curl,,0
bicep_curl,push_ups,0.085
bicep_curl,,0
bicep_curl,bicep_curl,0.152
bicep_curl,bicep_curl,0.214
bicep_curl,bicep_curl,0.329
bicep_curl,push_ups,0.259
bicep_curl,push_ups,0.256
bicep_curl,push_ups,0.359
bicep_curl,bicep_curl,0.184
bicep_curl,push_ups,0.144
bicep_curl,tricep_extension,0.095
bicep_curl,tricep_extension,0.144
bicep_curl,push_ups,0.083
bicep_curl,push_ups,0.083
bicep_curl,push_ups,0.189
bicep_curl,,0
bicep_curl,push_ups,0.073
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,bicep_curl,0.063
bicep_curl,bicep_curl,0.142
bicep_curl,,0
bicep_curl,bicep_curl,0.064
bicep_curl,,0
bicep_curl,bicep_curl,0.144
bicep_curl,,0
bicep_curl,,0
bicep_curl,bicep_curl,0.009
bicep_curl,lateral_raise,0.04
bicep_curl,bicep_curl,0.011
bicep_curl,lateral_raise,0.239
bicep_curl,lateral_raise,0.024
bicep_curl,lateral_raise,0.069
bicep_curl,lateral_raise,0.083
bicep_curl,lateral_raise,0.299
bicep_curl,lateral_raise,0.206
bicep_curl,bicep_curl,0.148
bicep_curl,bicep_curl,0.163
bicep_curl,bicep_curl,0.163
bicep_curl,bicep_curl,0.162
bicep_curl,push_ups,0.083
bicep_curl,push_ups,0.265
bicep_curl,push_ups,0.36
bicep_curl,bicep_curl,0.263
bicep_curl,tricep_extension,0.159
bicep_curl,bicep_curl,0.354
bicep_curl,bicep_curl,0.153
bicep_curl,bicep_curl,0.006
bicep_curl,push_ups,0.125
bicep_curl,tricep_extension,0.096
bicep_curl,,0
bicep_curl,bicep_curl,0.177
bicep_curl,bicep_curl,0.151
bicep_curl,tricep_extension,0.064
bicep_curl,bicep_curl,0.169
bicep_curl,bicep_curl,0.275
bicep_curl,push_ups,0.349
bicep_curl,push_ups,0.325
bicep_curl,push_ups,0.357
bicep_curl,push_ups,0.486
bicep_curl,push_ups,0.246
bicep_curl,,0
bicep_curl,push_ups,0.432
bicep_curl,push_ups,0.449
bicep_curl,push_ups,0.439
bicep_curl,push_ups,0.482
bicep_curl,push_ups,0.097
bicep_curl,push_ups,0.408
bicep_curl,push_ups,0.449
bicep_curl,push_ups,0.427
bicep_curl,push_ups,0.341
bicep_curl,push_ups,0.358
bicep_curl,push_ups,0.229
bicep_curl,tricep_extension,0.138
bicep_curl,tricep_extension,0.246
bicep_curl,tricep_extension,0.124
bicep_curl,tricep_extension,0.131
bicep_curl,bicep_curl,0.192
bicep_curl,bicep_curl,0.295
bicep_curl,bicep_curl,0.159
bicep_curl,bicep_curl,0.294
bicep_curl,tricep_extension,0.234
bicep_curl,push_ups,0.315
bicep_curl,tricep_extension,0.275
bicep_curl,push_ups,0.342
bicep_curl,bicep_curl,0.239
bicep_curl,push_ups,0.227
bicep_curl,bicep_curl,0.279
bicep_curl,push_ups,0.32
bicep_curl,push_ups,0.185
bicep_curl,,0
bicep_curl,bicep_curl,0.034
bicep_curl,bicep_curl,0.258
bicep_curl,push_ups,0.241
bicep_curl,bicep_curl,0.232
bicep_curl,bicep_curl,0.238
bicep_curl,bicep_curl,0.114
bicep_curl,push_ups,0.214
bicep_curl,bicep_curl,0.336
bicep_curl,bicep_curl,0.234
bicep_curl,bicep_curl,0.239
bicep_curl,bicep_curl,0.169
bicep_curl,bicep_curl,0.173
bicep_curl,tricep_extension,0.154
bicep_curl,push_ups,0.31
bicep_curl,bicep_curl,0.174
bicep_curl,,0
bicep_curl,tricep_extension,0.135
bicep_curl,tricep_extension,0.241
bicep_curl,tricep_extension,0.329
bicep_curl,tricep_extension,0.313
bicep_curl,tricep_extension,0.351
bicep_curl,tricep_extension,0.265
bicep_curl,tricep_extension,0.39
bicep_curl,tricep_extension,0.19
bicep_curl,tricep_extension,0.155
bicep_curl,lateral_raise,0.037
bicep_curl,push_ups,0.335
bicep_curl,push_ups,0.438
bicep_curl,push_ups,0.29
bicep_curl,push_ups,0.161
bicep_curl,bicep_curl,0.306
bicep_curl,bicep_curl,0.159
bicep_curl,lateral_raise,0.071
bicep_curl,lateral_raise,0.132
bicep_curl,lateral_raise,0.185
bicep_curl,lateral_raise,0.156
bicep_curl,lateral_raise,0.077
bicep_curl,lateral_raise,0.022
bicep_curl,lateral_raise,0.224
bicep_curl,,0
bicep_curl,lateral_raise,0.253
bicep_curl,lateral_raise,0.166
bicep_curl,lateral_raise,0.161
bicep_curl,,0
bicep_curl,,0
bicep_curl,tricep_extension,0.021
bicep_curl,tricep_extension,0.021
bicep_curl,tricep_extension,0.021
bicep_curl,tricep_extension,0.021
bicep_curl,push_ups,0.196
bicep_curl,tricep_extension,0.294
bicep_curl,lateral_raise,0.061
bicep_curl,lateral_raise,0.103
bicep_curl,lateral_raise,0.211
bicep_curl,lateral_raise,0.127
bicep_curl,lateral_raise,0.155
bicep_curl,lateral_raise,0.136
bicep_curl,lateral_raise,0.082
bicep_curl,,0
bicep_curl,lateral_raise,0.052
bicep_curl,lateral_raise,0.039
bicep_curl,lateral_raise,0.047
bicep_curl,,0
bicep_curl,,0
bicep_curl,lateral_raise,0.256
bicep_curl,push_ups,0.043
bicep_curl,tricep_extension,0.148
bicep_curl,tricep_extension,0.102
bicep_curl,tricep_extension,0.087
bicep_curl,,0
bicep_curl,push_ups,0.087
bicep_curl,tricep_extension,0.059
bicep_curl,push_ups,0.173
bicep_curl,tricep_extension,0.077
bicep_curl,bicep_curl,0.188
bicep_curl,tricep_extension,0.179
bicep_curl,push_ups,0.167
bicep_curl,,0
bicep_curl,tricep_extension,0.029
bicep_curl,push_ups,0.168
bicep_curl,push_ups,0.126
bicep_curl,push_ups,0.247
bicep_curl,bicep_curl,0.087
bicep_curl,,0
bicep_curl,bicep_curl,0.093
bicep_curl,tricep_extension,0.132
bicep_curl,push_ups,0.136
bicep_curl,tricep_extension,0.207
bicep_curl,,0
bicep_curl,lateral_raise,0.036
bicep_curl,,0
bicep_curl,lateral_raise,0.228
bicep_curl,lateral_raise,0.017
bicep_curl,lateral_raise,0.235
bicep_curl,tricep_extension,0.026
bicep_curl,lateral_raise,0.037
bicep_curl,lateral_raise,0.173
bicep_curl,lateral_raise,0.258
bicep_curl,tricep_extension,0.195
bicep_curl,,0
bicep_curl,tricep_extension,0.138
bicep_curl,lateral_raise,0.149
bicep_curl,tricep_extension,0.279
